customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,age_group,tenure_group,avg_monthly_spend
0595-itudf,male,0,yes,yes,1.2866215234776603,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,0.8975515314998579,1.6223343521729525,no,Middle-aged,Loyal Customer,-0.4394690501901359
6996-knsml,female,0,no,no,-1.2802480369298874,yes,no,fiber optic,no,no,yes,no,no,no,month-to-month,yes,electronic check,0.3357880385540801,-0.9743185924214287,yes,Young,New Customer,4.053595728457394
1955-ibmmb,male,0,no,no,1.082901717096109,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),-1.4824642137615447,-0.481335718918343,no,Young,Loyal Customer,-0.5062545196867629
0096-bxers,female,0,yes,no,-1.076528230548336,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,-0.4802648461689289,-0.8685880164101396,no,Young,New Customer,-0.01396988452894441
3806-yazov,female,0,no,no,-1.1987601143772668,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.5290008344789465,-0.9826570355118246,no,Young,New Customer,-0.1439321989396093
7998-zlxwn,female,0,yes,no,-0.7098325790615434,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),-1.4741541029191516,-0.8614187201022596,no,Young,Loyal Customer,-0.44381386874053164
6253-wrfhy,male,0,yes,yes,-0.791320501614164,yes,no,dsl,no,no,no,no,yes,yes,one year,yes,electronic check,-0.001602461647082585,-0.6202877110516855,no,Young,Loyal Customer,-0.22257606099324237
9133-ayjzg,female,0,no,no,-0.38388088885106114,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),1.1269105907499095,-0.015088805800336003,no,Young,Loyal Customer,-0.26474286188367485
2675-otvvj,male,1,yes,no,-0.05792919864057891,yes,yes,fiber optic,yes,no,no,no,yes,no,month-to-month,no,electronic check,0.8194364895813623,0.2313364528314419,no,Senior,Loyal Customer,-0.350721065562929
8680-cgltp,male,0,no,no,-0.13941712119319946,yes,no,dsl,yes,yes,no,yes,no,no,one year,yes,electronic check,-0.20104512186451856,-0.25902135525429704,no,Young,Loyal Customer,-0.4032944485775527
8430-twcbx,female,0,yes,no,0.6754621043330061,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,credit card (automatic),-1.4658439920767583,-0.5520360102006676,no,Young,Loyal Customer,-0.5013571667193681
5018-gwuro,female,0,yes,no,0.9606698332671781,yes,yes,fiber optic,no,no,no,no,yes,no,month-to-month,yes,bank transfer (automatic),0.6914607826085073,1.1556903703363552,no,Young,Loyal Customer,-0.4337081156647892
6741-qrlup,female,0,no,no,1.24587756220135,yes,yes,dsl,yes,yes,yes,yes,no,yes,two year,yes,credit card (automatic),0.5152864327497723,1.196522270231389,no,Middle-aged,Loyal Customer,-0.44924049311069497
4737-hobax,male,0,yes,no,1.24587756220135,yes,yes,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),0.49866621106498593,1.2135962251307708,no,Middle-aged,Loyal Customer,-0.44972587990587953
0537-qyzzn,male,1,yes,yes,-0.3431369275747509,yes,yes,fiber optic,yes,no,no,no,no,no,month-to-month,yes,electronic check,0.5003282332334644,-0.18774752026734207,no,Senior,Loyal Customer,-0.32371340054102904
3340-qbbfm,male,1,yes,no,0.1457906077409725,yes,no,dsl,no,no,yes,yes,no,no,one year,no,credit card (automatic),-0.3556131835330314,-0.1281430937322903,no,Senior,Loyal Customer,-0.43528562274913896
1704-nrwye,female,1,no,no,-0.9542963467194051,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,0.5335686766030371,-0.6757449754147943,yes,Senior,New Customer,0.02221570105206413
2592-seifq,male,0,no,no,-1.1987601143772668,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,-1.3312201964299892,-0.9778260327689763,yes,Young,New Customer,-0.022634038822988783
8200-klnyw,female,0,yes,no,-0.46536881140368175,yes,no,dsl,yes,no,yes,yes,yes,yes,one year,no,mailed check,0.5352306987715161,-0.2507490902836662,no,Young,Loyal Customer,-0.29158686203475115
3372-cdxfj,male,0,yes,yes,-0.791320501614164,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),-1.3395303072723823,-0.8557715205489757,no,Young,Loyal Customer,-0.4119329172838943
4781-zxygu,male,0,yes,yes,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,bank transfer (automatic),-1.4841262359300234,-0.9984736061356706,no,Young,New Customer,0.7051549218767342
7632-yutxb,female,0,yes,yes,-0.3023929662984406,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,mailed check,-1.4874502802669807,-0.777901932958771,no,Young,Loyal Customer,-0.4781443059903449
2718-yskcs,male,0,yes,yes,1.5718292524118322,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,bank transfer (automatic),-1.5024084797832884,-0.3952379851040176,no,Middle-aged,Loyal Customer,-0.5103103556653941
9896-uymie,male,0,no,no,1.368109446030281,yes,yes,fiber optic,yes,yes,yes,yes,yes,yes,one year,yes,bank transfer (automatic),1.6454615073152428,2.2502323525037125,no,Middle-aged,Loyal Customer,-0.4212778011008356
0853-nwifk,female,0,no,no,0.512486259227765,yes,no,fiber optic,yes,yes,no,no,yes,yes,one year,yes,electronic check,1.1800953001412255,0.9708990005790905,no,Young,Loyal Customer,-0.39087758485770396
8212-crqxp,female,0,yes,no,-0.42462485012737144,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,credit card (automatic),0.5053142997389005,-0.25449918373701885,no,Young,Loyal Customer,-0.304798208078229
6980-cdgfc,female,0,yes,no,1.4088534073065913,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,bank transfer (automatic),-1.4608579255713225,-0.4217312923832911,no,Middle-aged,Loyal Customer,-0.5081613788407772
7691-xvtzh,female,0,yes,no,1.4495973685829016,yes,yes,fiber optic,no,no,yes,no,yes,no,two year,yes,bank transfer (automatic),0.8360567112661487,1.6284227391913368,no,Middle-aged,Loyal Customer,-0.44629319593816996
7481-atqqs,female,1,no,no,0.6754621043330061,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,credit card (automatic),0.8659731102987638,0.9849728807157906,yes,Senior,Loyal Customer,-0.4138003229651483
2277-vwcni,female,1,no,no,-1.1580161531009565,yes,yes,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,-0.5334495555602452,-0.9280159679591513,no,Senior,New Customer,0.218178484937949
1088-cnnkb,male,0,yes,no,1.24587756220135,yes,yes,dsl,yes,yes,yes,yes,no,yes,one year,no,credit card (automatic),0.5053142997389005,1.2163095280411376,no,Middle-aged,Loyal Customer,-0.4495317251878057
8642-gvwrf,female,0,yes,no,-1.2395040756535771,yes,no,fiber optic,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),0.49534216672802883,-0.9345676018158908,yes,Young,New Customer,1.9099820248838388
1930-bzlhi,male,0,no,no,-0.46536881140368175,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,yes,mailed check,-1.477478147256109,-0.8208735920595411,no,Young,Loyal Customer,-0.46792788472530034
3400-esfuw,male,0,yes,yes,0.9199258719908678,yes,no,dsl,yes,yes,no,yes,no,no,two year,no,bank transfer (automatic),-0.24093365390800586,0.3366699601241408,yes,Young,Loyal Customer,-0.46319933481875697
5868-ytyks,male,0,no,yes,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,mailed check,-1.4808021915930663,-0.9984294873891606,no,Young,New Customer,0.7112707954960598
3525-dvkfn,female,0,no,no,-0.6283446565089229,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,mailed check,-1.509056568457203,-0.8493963616782761,no,Young,Loyal Customer,-0.45740070170268005
1482-oxzsy,male,0,no,no,-0.09867315991688919,yes,yes,fiber optic,yes,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),1.183419344478183,0.28807316084334167,no,Young,Loyal Customer,-0.3225157086239111
0377-jbkkt,male,0,yes,yes,-0.42462485012737144,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,yes,mailed check,-0.2276374765601766,-0.4462613154428684,no,Young,Loyal Customer,-0.366095941399195
5778-bvofb,female,0,no,no,-0.9542963467194051,yes,no,dsl,no,no,no,yes,yes,no,month-to-month,yes,bank transfer (automatic),-0.17611478933733907,-0.7735121176810229,no,Young,New Customer,-0.1228664120285996
3373-yzzym,male,0,yes,yes,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.5157046571311175,-0.998892734227516,no,Young,New Customer,0.647054122493143
2057-zblpd,female,0,yes,no,-0.46536881140368175,yes,yes,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,0.7213771816411229,-0.2093877654305122,yes,Young,Loyal Customer,-0.27527786571655016
0228-mauwc,male,0,no,no,-0.5468567339563023,yes,yes,dsl,no,no,yes,yes,no,no,month-to-month,no,electronic check,-0.17445276716886055,-0.5023803610036278,no,Young,Loyal Customer,-0.3355092576642674
5502-rluyv,female,0,yes,yes,1.4903413298592119,yes,yes,fiber optic,no,yes,yes,no,yes,yes,month-to-month,yes,electronic check,1.301422918440166,2.2781154002980526,yes,Middle-aged,Loyal Customer,-0.4350566468044541
0023-hghwl,male,1,no,no,-1.2802480369298874,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,-1.3195860412506386,-0.9962897281834242,yes,Senior,New Customer,1.0078906660333418
7663-yjhsn,female,0,yes,no,1.6125732136881425,yes,yes,fiber optic,yes,yes,yes,yes,yes,no,two year,yes,bank transfer (automatic),1.301422918440166,2.3266460214590863,no,Middle-aged,Loyal Customer,-0.43889568703832416
4915-bfsxl,male,0,yes,yes,1.5310852911355222,yes,yes,dsl,yes,no,yes,no,yes,no,two year,no,credit card (automatic),0.1380074005051227,1.1362340031254314,no,Middle-aged,Loyal Customer,-0.46695225726697936
3086-rucrn,female,0,no,no,1.368109446030281,yes,yes,fiber optic,yes,yes,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),1.273168541576029,1.902267798779099,no,Middle-aged,Loyal Customer,-0.4316562533033272
5215-lnldj,female,0,yes,yes,-1.0357842692720256,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,yes,electronic check,-1.3328822185984677,-0.9416045418842407,no,Young,New Customer,-0.3113906432782811
7576-jmywv,female,1,yes,yes,0.5532302205040753,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,1.509175689499995,1.1862646616678068,no,Senior,Loyal Customer,-0.38067855310219123
9039-rbeee,male,0,no,no,0.2680224915699033,no,no phone service,dsl,yes,yes,no,yes,yes,no,month-to-month,yes,credit card (automatic),-0.5268014668863306,-0.17755608982352494,yes,Young,Loyal Customer,-0.4504315576311863
0257-kxzgu,female,0,yes,yes,-0.01718523736426863,yes,yes,dsl,no,yes,yes,no,no,no,month-to-month,no,bank transfer (automatic),-0.07805548139709961,-0.10489251432150397,no,Young,Loyal Customer,-0.4078385163151873
1307-atkgb,male,0,no,no,-0.3431369275747509,yes,no,fiber optic,no,yes,yes,no,no,yes,month-to-month,yes,electronic check,0.8227605339183194,-0.04242036926330009,no,Young,Loyal Customer,-0.2989950779962555
8417-fmlzi,male,0,yes,yes,-1.076528230548336,yes,no,fiber optic,no,yes,no,no,no,yes,month-to-month,yes,credit card (automatic),0.6233178737008834,-0.7966744595987891,yes,Young,New Customer,0.32444178907372784
3714-xpxbw,female,0,no,no,0.18653456901728277,yes,yes,dsl,yes,yes,yes,yes,yes,no,month-to-month,yes,credit card (automatic),0.4687498120323708,0.3060294906729242,no,Young,Loyal Customer,-0.39677673983226047
1850-akqep,male,0,no,yes,-0.9950403079957154,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.477478147256109,-0.9285233335440167,no,Young,New Customer,-0.37162107722574467
2824-dxnkn,female,0,yes,yes,1.6125732136881425,yes,yes,dsl,yes,no,yes,no,yes,no,two year,yes,bank transfer (automatic),0.22110850892905437,1.2099784879169484,no,Middle-aged,Loyal Customer,-0.4665020610144457
5227-jscfe,male,1,yes,no,1.5718292524118322,no,no phone service,dsl,yes,yes,yes,yes,no,no,two year,no,credit card (automatic),-0.6132266196472196,0.4721145119099358,no,Senior,Loyal Customer,-0.48726815576159765
0848-zgqij,female,0,yes,no,-0.6690886177852331,yes,no,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),0.9922867951031402,-0.36272246892612475,no,Young,Loyal Customer,-0.16540146362411617
3621-chyvb,female,0,yes,no,1.0014137945434884,no,no phone service,dsl,yes,no,yes,yes,no,yes,month-to-month,yes,bank transfer (automatic),-0.4952230456852367,0.2201964693376591,no,Young,Loyal Customer,-0.47365289424113505
8042-rnlko,male,0,no,no,1.368109446030281,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,one year,no,bank transfer (automatic),-1.3079518860712882,-0.2577198522322511,no,Middle-aged,Loyal Customer,-0.5036104330822087
1792-uxafy,female,1,no,no,-0.6283446565089229,yes,no,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,0.8094643565704907,-0.3469500170487887,yes,Senior,Loyal Customer,-0.20647000467447593
5372-fbkbn,female,0,no,yes,-0.46536881140368175,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.4641819699082799,-0.807858561839082,no,Young,Loyal Customer,-0.46676295641685744
0420-txvsg,male,0,yes,no,1.368109446030281,yes,yes,dsl,yes,yes,yes,no,no,no,two year,yes,credit card (automatic),0.04327213690184032,0.9464130962660233,no,Middle-aged,Loyal Customer,-0.4659422114722726
6217-towgs,female,0,yes,no,-0.6283446565089229,yes,yes,dsl,no,yes,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),0.35240826023886646,-0.42387105158902766,no,Young,Loyal Customer,-0.2559366295366667
0515-ypmcw,male,0,no,yes,-1.2802480369298874,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,mailed check,0.18786806555948168,-0.9762818766411252,yes,Young,New Customer,3.781439352397413
0378-xszpu,male,0,yes,no,1.0421577558197987,yes,no,dsl,yes,yes,yes,no,no,no,one year,no,credit card (automatic),-0.14952243464168102,0.564940354567041,yes,Young,Loyal Customer,-0.4636096159957274
1045-ltcyt,female,0,yes,yes,-0.9950403079957154,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,credit card (automatic),-1.4542098368974081,-0.9457075853096737,no,Young,New Customer,-0.36626968780883495
1544-jjmyl,male,0,no,no,-0.22090504374582004,yes,no,dsl,yes,no,yes,yes,yes,no,one year,no,credit card (automatic),0.15130357785295148,-0.15706293206961555,no,Young,Loyal Customer,-0.3701062659357729
4636-jgaai,male,0,yes,no,0.06430268518835193,yes,yes,fiber optic,no,yes,no,no,no,yes,month-to-month,no,mailed check,0.7994922235596185,0.31630915860976144,no,Young,Loyal Customer,-0.3673714444534928
6874-sglhu,male,0,no,no,-0.09867315991688919,yes,no,fiber optic,no,yes,no,no,yes,yes,one year,yes,bank transfer (automatic),1.070401837021636,0.32559615475012305,no,Young,Loyal Customer,-0.32944703205914655
5951-aofih,male,0,no,no,0.02355872391204165,yes,no,dsl,no,yes,yes,no,yes,no,month-to-month,yes,credit card (automatic),0.0532442699127125,-0.01672119942120707,no,Young,Loyal Customer,-0.40413482201636286
4729-xkasr,male,0,no,yes,-1.2802480369298874,no,no phone service,dsl,no,no,no,no,no,no,month-to-month,no,electronic check,-1.3312201964299892,-0.9964441437962093,yes,Young,New Customer,0.9864851083657028
3059-ngmxb,male,0,yes,yes,-0.7505765403378537,yes,yes,dsl,yes,yes,no,no,no,yes,month-to-month,no,mailed check,0.14631751134751586,-0.5905957946504345,no,Young,Loyal Customer,-0.22489471637639322
8652-yhiyu,female,0,no,yes,-0.6690886177852331,yes,yes,fiber optic,no,no,no,yes,no,no,one year,yes,credit card (automatic),0.4886940780541142,-0.4496143401776307,no,Young,Loyal Customer,-0.2233111419571036
5278-pnyox,female,0,no,no,0.6754621043330061,yes,no,fiber optic,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),1.1917294553205762,1.1622861229396049,no,Young,Loyal Customer,-0.40156857572649746
5449-fibxj,male,0,yes,yes,-0.5468567339563023,yes,yes,fiber optic,no,no,yes,yes,yes,yes,month-to-month,no,electronic check,1.2798166302499436,-0.1193855225500491,yes,Young,Loyal Customer,-0.19468322037716926
3486-hoogq,female,0,yes,yes,1.5310852911355222,yes,yes,dsl,yes,yes,yes,yes,yes,no,two year,no,bank transfer (automatic),0.49534216672802883,1.5265084347531652,no,Middle-aged,Loyal Customer,-0.4575600227801582
5061-pbxfw,female,0,yes,yes,-0.01718523736426863,yes,no,dsl,yes,yes,no,yes,no,no,month-to-month,no,bank transfer (automatic),-0.11295794693515106,-0.18470332675814988,no,Young,Loyal Customer,-0.4098452873465284
8630-fjlib,female,0,no,no,-0.5876006952326126,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.1662617773692593,-0.46838686681764885,no,Young,Loyal Customer,-0.2900336242901606
3891-nlxjb,male,0,no,no,0.18653456901728277,no,no phone service,dsl,yes,yes,no,yes,no,no,two year,yes,mailed check,-0.8060211911907411,-0.39373794772267656,no,Young,Loyal Customer,-0.46016694342716025
4749-ojkqu,female,0,no,no,-1.1580161531009565,yes,yes,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.36071837108125965,-0.8739705034843633,no,Young,New Customer,0.6294709858375825
0577-whmev,female,0,yes,no,-0.6690886177852331,yes,yes,fiber optic,yes,yes,yes,no,no,no,month-to-month,no,electronic check,0.8609870437933281,-0.40077488779102644,no,Young,Loyal Customer,-0.18050002662182577
5453-axepf,male,0,yes,no,-0.6283446565089229,yes,yes,fiber optic,no,yes,no,no,no,no,month-to-month,yes,bank transfer (automatic),0.5219345214236869,-0.41754001146483816,no,Young,Loyal Customer,-0.23758900867869048
3639-xjhkq,female,0,no,yes,-0.5468567339563023,yes,no,dsl,yes,yes,yes,no,no,no,month-to-month,yes,electronic check,-0.1395503016308091,-0.43479044135026035,no,Young,Loyal Customer,-0.332129432769377
3716-lrgxk,male,0,yes,no,1.1236456783724194,yes,yes,fiber optic,no,no,yes,no,yes,yes,two year,no,credit card (automatic),1.2083496770053626,1.6694972921921754,no,Young,Loyal Customer,-0.4240901763182072
2263-sfsqz,male,0,yes,yes,0.7569500268856267,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,mailed check,-1.3245721077560746,-0.4681221543385887,no,Young,Loyal Customer,-0.4972737993188702
9950-mtgyx,male,0,yes,yes,-0.18016108246950976,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),-1.4791401694245876,-0.7920861099617459,no,Young,Loyal Customer,-0.4828535286772255
3397-avtku,male,0,no,no,0.4309983366751445,yes,no,dsl,no,yes,no,no,no,yes,two year,yes,electronic check,-0.15949456765255274,0.11702478062395177,no,Young,Loyal Customer,-0.4418558409848871
4825-furez,male,0,yes,no,0.3902543753988342,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,no,electronic check,-1.4808021915930663,-0.6387514064661334,no,Young,Loyal Customer,-0.49770636460987283
9837-bmclm,male,0,no,no,-1.1987601143772668,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,0.45545363468454153,-0.900574107629912,yes,Young,New Customer,1.0731266513061464
2672-ojqzp,female,0,no,no,-1.2802480369298874,yes,no,dsl,no,no,no,no,no,no,month-to-month,no,mailed check,-0.6664113290385358,-0.987620394494203,no,Young,New Customer,2.2096598322307837
0137-udeuo,female,0,no,no,-1.1987601143772668,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.494098368940895,-0.9792378326572971,yes,Young,New Customer,-0.12252664127197035
3134-dshvc,female,0,no,no,1.24587756220135,yes,yes,fiber optic,yes,yes,yes,no,yes,no,two year,no,credit card (automatic),1.1036422803912085,1.7361386587955772,no,Middle-aged,Loyal Customer,-0.43205780056116166
6161-uuuta,male,1,no,no,-1.1987601143772668,yes,no,fiber optic,no,no,no,no,yes,no,month-to-month,yes,electronic check,0.5019902554019434,-0.8922577239127711,yes,Senior,New Customer,1.1016673948629983
7821-dprqe,male,0,yes,no,1.4495973685829016,yes,yes,fiber optic,yes,yes,no,yes,yes,yes,month-to-month,yes,electronic check,1.4260745810760636,2.2225257796954137,no,Middle-aged,Loyal Customer,-0.430328967005372
6543-xrmyr,female,1,no,no,-0.09867315991688919,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,electronic check,1.160151034119482,0.30179409100796123,yes,Senior,Loyal Customer,-0.3239427458017537
2001-ewbqu,female,0,no,no,1.1236456783724194,yes,yes,fiber optic,no,yes,yes,no,yes,yes,two year,no,electronic check,1.3263532509673455,1.787029632894898,no,Young,Loyal Customer,-0.42047161776010633
4925-lmhok,male,0,no,no,-0.7098325790615434,yes,yes,dsl,no,yes,no,yes,no,no,month-to-month,yes,credit card (automatic),-0.20603118836995443,-0.5927796726026812,yes,Young,Loyal Customer,-0.28826681635568885
1608-gmewb,male,1,no,no,0.512486259227765,yes,yes,fiber optic,no,no,no,no,yes,yes,month-to-month,yes,bank transfer (automatic),0.9673564625759608,0.8457341167301328,no,Senior,Loyal Customer,-0.39957571622741117
6695-amzuf,female,0,yes,no,1.5310852911355222,yes,no,dsl,yes,yes,yes,yes,yes,yes,two year,no,credit card (automatic),0.7197151594726443,1.6177901212824193,no,Middle-aged,Loyal Customer,-0.4516625732186659
1455-ugqvh,male,0,yes,no,-0.9135523854430948,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,electronic check,1.1202625020759949,-0.5495212416495958,yes,Young,New Customer,0.07521993908621766
8410-bgqxn,male,0,no,no,-1.1580161531009565,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.509056568457203,-0.9661566243170729,no,Young,New Customer,-0.23057374188005256
8280-mqrqn,female,0,no,no,-1.2802480369298874,yes,no,dsl,no,no,yes,no,no,no,month-to-month,yes,mailed check,-0.4769408018319716,-0.9851056259431313,yes,Young,New Customer,2.558264628532332
1619-ywubb,female,0,yes,no,1.4495973685829016,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,two year,yes,credit card (automatic),-1.3245721077560746,-0.29488989616695216,no,Middle-aged,Loyal Customer,-0.5047537525934862
7611-ykytc,male,0,yes,yes,-0.42462485012737144,yes,no,fiber optic,yes,no,no,no,no,no,month-to-month,no,bank transfer (automatic),0.3391120828910372,-0.31295652286280984,no,Young,Loyal Customer,-0.3186979208494231
2037-sgxhh,male,0,yes,yes,0.22727853029359305,yes,yes,fiber optic,no,yes,yes,no,yes,no,month-to-month,yes,electronic check,0.9922867951031402,0.5916321962056097,yes,Young,Loyal Customer,-0.37486007608334787
3178-feszo,female,0,no,no,-1.2802480369298874,yes,yes,fiber optic,no,yes,no,no,yes,yes,month-to-month,yes,credit card (automatic),1.178433277972747,-0.9631344901811358,yes,Young,New Customer,5.603969690956384
0365-gxezs,male,0,yes,no,-0.5876006952326126,yes,no,fiber optic,no,no,yes,yes,no,no,month-to-month,no,electronic check,0.44548150167366984,-0.3593694441913624,no,Young,Loyal Customer,-0.26149288073330873
0082-oqiqy,male,0,no,no,-0.13941712119319946,yes,no,fiber optic,no,no,no,yes,yes,yes,month-to-month,yes,electronic check,0.9773285955868325,0.14307690043812493,no,Young,Loyal Customer,-0.32853316588614395
6087-mvhjh,female,0,no,no,-0.6690886177852331,yes,yes,fiber optic,no,no,yes,no,no,yes,month-to-month,yes,electronic check,0.7861960462117896,-0.3799508394382919,yes,Young,Loyal Customer,-0.18910047389900211
4603-janfb,male,0,no,no,-1.2802480369298874,yes,no,fiber optic,no,no,no,no,no,no,month-to-month,yes,electronic check,0.1679237995377378,-0.9765465891201853,yes,Young,New Customer,3.74474411068146
3018-tftsu,male,0,no,no,-0.8320644628904743,yes,no,fiber optic,yes,no,yes,no,no,no,month-to-month,no,bank transfer (automatic),0.5618230534671742,-0.6285599760223163,yes,Young,New Customer,-0.11080455016826335
3606-sbkry,male,0,no,no,-0.05792919864057891,no,no phone service,dsl,no,no,yes,no,yes,yes,one year,yes,electronic check,-0.49023697917980086,-0.33525854922363046,no,Young,Loyal Customer,-0.42845184640209705
4806-kexqr,male,0,no,no,-1.1580161531009565,yes,no,fiber optic,no,no,no,no,no,yes,month-to-month,yes,electronic check,0.5019902554019434,-0.8642864386254115,yes,Young,New Customer,0.6944521430429149
0667-nsrgi,female,0,yes,no,0.6347181430566958,yes,yes,dsl,no,no,yes,yes,no,yes,one year,yes,mailed check,0.1579516665268661,0.5083801215411812,no,Young,Loyal Customer,-0.4385771519539842
7083-ynsky,female,0,no,no,-0.7098325790615434,yes,yes,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,yes,credit card (automatic),-1.3096139082397669,-0.8310650225033583,yes,Young,Loyal Customer,-0.4236314857967578
6893-odyye,male,0,no,no,0.7162060656093164,yes,no,fiber optic,yes,yes,yes,yes,no,no,one year,yes,credit card (automatic),0.8410427777715843,0.9997967795431607,no,Young,Loyal Customer,-0.4169855697970909
8242-jsvbo,male,0,no,no,-1.0357842692720256,yes,no,dsl,no,no,no,no,no,no,month-to-month,yes,bank transfer (automatic),-0.6697353733754932,-0.8650805760625921,no,Young,New Customer,-0.13708824512750709
2479-bramr,male,1,yes,no,0.3495104141225239,yes,yes,fiber optic,yes,no,yes,no,no,no,month-to-month,yes,bank transfer (automatic),0.6299659623747981,0.4368856928216761,yes,Senior,Loyal Customer,-0.4022657061689193
9541-zpsea,male,0,yes,yes,1.4495973685829016,yes,no,fiber optic,yes,no,yes,no,no,no,two year,no,credit card (automatic),0.5169484549182508,1.3640852694764862,no,Middle-aged,Loyal Customer,-0.4549273704595705
2665-nptgl,female,1,yes,no,-0.26164900502213034,yes,yes,fiber optic,no,no,yes,no,yes,yes,month-to-month,yes,bank transfer (automatic),1.1069663247281656,0.1003258350699049,no,Senior,Loyal Customer,-0.2964369962420184
1139-wuoah,male,0,no,no,1.0014137945434884,no,no phone service,dsl,no,no,yes,yes,yes,yes,two year,no,credit card (automatic),-0.3805435160602109,0.3559277929757693,no,Young,Loyal Customer,-0.46995118126101704
4693-vwvbo,female,0,no,no,-1.1987601143772668,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,electronic check,-1.504070501951767,-0.980429038813068,no,Young,New Customer,-0.1286425148912958
7434-shxls,female,0,no,no,-1.2802480369298874,yes,no,no,no internet service,no internet service,no internet service,no internet service,no internet service,no internet service,month-to-month,no,mailed check,-1.4591959034028439,-0.9981427155368454,yes,Young,New Customer,0.7510239740216748
6937-gcdgq,male,0,yes,yes,-0.5468567339563023,yes,no,dsl,yes,no,no,no,no,no,one year,yes,bank transfer (automatic),-0.5268014668863306,-0.5857647919075862,no,Young,Loyal Customer,-0.36962939469839856
